Name,Handle,Timestamp,Content
Dr. Fahrettin Koca,@drfahrettinkoca,2024-01-25T13:24:02.000Z,16.04’te Malatya Battalgazi’de 5.2 büyüklüğünde deprem meydana gelmiştir. Ekiplerimiz depremin hissedildiği fakat olumsuz çağrı alınmadığını bildirdiler. Bölgeyi taramak üzere 2 UMKE timi görev başında. Geçmiş olsun Malatya.
Dr. Fahrettin Koca,@drfahrettinkoca,2024-01-24T11:15:39.000Z,"Farzımuhal Hastalık. DSÖ’nün verdiği isimle X hastalığı. Gerçek hayatta karşılığı yok. İleride bir gün bir salgın yaşanacak olursa, ona hazırlıksız yakalanmamak için yapılan çalışmalarda teorik anlamda geçiyor. Siz rahat olun. Ve kendinizi soğuk algınlığından koruyun."
Dr. Fahrettin Koca,@drfahrettinkoca,2024-01-26T15:53:58.000Z,"Dünyaya gelecek yavrumuz için tabiat şartlarıyla mücadele… Ağrı'da yolu kar sebebiyle kapalı bir mezrada yaşayan hastamız, paletli ambulansla alınarak hastaneye ulaştırıldı. Ekiplerimiz, bugünlerde benzer şartlardaki anneler ve yavrularımız için bunu yapmaya hazır."
Dr. Fahrettin Koca,@drfahrettinkoca,2024-01-26T11:37:52.000Z,"Dünyanın ilk 6’lı çapraz karaciğer nakli ameliyatı Malatya İnönü Üniversitesi Karaciğer Nakil Enstitüsünde yapıldı. Daha önce de ilk dörtlü ve beşli çapraz karaciğer nakilleri bu merkezde gerçekleştirilmişti.
 
Çapraz nakil ameliyatları, hastaların vericileri olmasına rağmen kan…"
Dr. Fahrettin Koca,@drfahrettinkoca,2024-01-26T09:39:58.000Z,"Kastamonu Taşköprü Alatarla mevkiinde bir otobüsün devrilmesi sonucu meydana gelen kazada 6 kişi hayatını kaybetmiş, biri ağır 33 kişi yaralanmıştır. Olay yerine görevlendirilen 15 adet ambulans ve 1 UMKE timi ile yararılar hastanelere nakledilmiş olup tedavilerine hızla…"
Hafize Gaye Erkan,@hafizegayeerkan,2024-01-18T19:10:44.000Z,"Son günlerde şahsım ve ailemi hedef almak suretiyle, Bankamıza yönelik güven bozucu, kasıtlı ve gerçeklerle bağdaşmayan haberler dolaşıma sokulmuştur. 

Amerika Birleşik Devletleri’nde ekonomi ve iş dünyasının önemli isimleriyle gerçekleştirdiğimiz ve son derece verimli geçen…"
Hafize Gaye Erkan,@hafizegayeerkan,2023-11-09T17:30:42.000Z,Cumhuriyetimizin kurucusu Gazi Mustafa Kemal Atatürk'ü ebediyete intikalinin 85. yılında saygı ve minnetle anıyorum.
Hafize Gaye Erkan,@hafizegayeerkan,2023-10-29T08:06:36.000Z,"29 Ekim Cumhuriyet Bayramımız, Cumhuriyetimizin 100. yılı kutlu olsun!"
Hafize Gaye Erkan,@hafizegayeerkan,2023-08-30T05:00:24.000Z,"Milli mücadelemizin zaferle taçlandığı 30 Ağustos'un 101. yıl dönümünde, başta Büyük Taarruz'un Başkomutanı Gazi Mustafa Kemal Atatürk olmak üzere tüm kahramanlarımızı saygı, minnet ve rahmetle anıyorum."
Hafize Gaye Erkan,@hafizegayeerkan,2023-07-15T14:38:48.000Z,"15 Temmuz Demokrasi ve Milli Birlik Günü'nde vatanımız ve demokrasimiz için canlarını ortaya koyarak mücadele eden ve bu uğurda hayatını kaybeden şehitlerimizi rahmet ve minnetle anıyor, kahraman gazilerimize şükranlarımı sunuyorum."
Hafize Gaye Erkan,@hafizegayeerkan,2024-01-18T19:10:44.000Z,"Son günlerde şahsım ve ailemi hedef almak suretiyle, Bankamıza yönelik güven bozucu, kasıtlı ve gerçeklerle bağdaşmayan haberler dolaşıma sokulmuştur. 

Amerika Birleşik Devletleri’nde ekonomi ve iş dünyasının önemli isimleriyle gerçekleştirdiğimiz ve son derece verimli geçen…"
Hafize Gaye Erkan,@hafizegayeerkan,2023-11-09T17:30:42.000Z,Cumhuriyetimizin kurucusu Gazi Mustafa Kemal Atatürk'ü ebediyete intikalinin 85. yılında saygı ve minnetle anıyorum.
Hafize Gaye Erkan,@hafizegayeerkan,2023-10-29T08:06:36.000Z,"29 Ekim Cumhuriyet Bayramımız, Cumhuriyetimizin 100. yılı kutlu olsun!"
Hakan Fidan,@HakanFidan,2024-01-18T18:41:06.000Z,"Bugün dost ve kardeş Ürdün'ün başkenti Amman’da; Kral II. Abdullah, Prens Hasan Bin Tallal ve mevkidaşım Eymen Safedi ile görüşmeler gerçekleştirdim.

İstikrarlı yapısıyla Orta Doğu jeopolitiğinde kilit rol oynayan, Kudüs'teki kutsal mekanların hamisi Ürdün'le istişarelere önem…"
Hakan Fidan,@HakanFidan,2024-01-12T19:48:13.000Z,"Şehadete eren kahramanlarımıza Allah’tan rahmet; kıymetli ailelerine, yakınlarına ve aziz milletimize başsağlığı ve sabır diliyorum. Şehitlerimizin mekanları cennet, makamları âli olsun. 

Yaralanan askerlerimizin bir an önce sağlıklarına kavuşmasını Cenab-ı Allah’tan niyaz…"
Hakan Fidan,@HakanFidan,2024-01-12T07:29:52.000Z,"Pençe-Kilit Operasyonu bölgesinde şehit olan Piyade Uzman Çavuş Samet Aslan’a  Allah’tan rahmet, ailesine ve aziz milletimize başsağlığı, yaralanan askerimize acil şifa diliyorum. "
Hakan Fidan,@HakanFidan,2023-12-31T16:01:37.000Z,"Cumhuriyetimizin 100’üncü, Hariciyemizin temellerinin atılmasının 500’üncü yılını geride bıraktık.

Uluslararası sistemin belirsizlikler içerdiği ve küresel düzeyde istikrarsızlığın söz konusu olduğu bu dönemde; Sayın Cumhurbaşkanımızın liderliğinde yürüttüğümüz Türkiye eksenli…"
Hakan Fidan,@HakanFidan,2023-12-23T16:50:19.000Z,"Pençe-Kilit Harekâtı bölgesinde şehadete eren askerlerimize Allah'tan rahmet, kahramanlarımızın ailelerine ve aziz milletimize başsağlığı, yaralanan askerimize acil şifa diliyorum. "
Hakan Fidan,@HakanFidan,2023-12-22T19:48:26.000Z,"Irak’ın kuzeyinde şehit düşen kahramanlarımıza Allah’tan rahmet, kederli ailelerine sabır ve yaralanan kahramanlarımıza şifa diliyorum. Aziz milletimizin başı sağ olsun. Terör örgütleri ve uzantılarına karşı mücadelemiz kararlılıkla sürecek."
Hakan Fidan,@HakanFidan,2024-01-12T19:48:13.000Z,"Şehadete eren kahramanlarımıza Allah’tan rahmet; kıymetli ailelerine, yakınlarına ve aziz milletimize başsağlığı ve sabır diliyorum. Şehitlerimizin mekanları cennet, makamları âli olsun. 

Yaralanan askerlerimizin bir an önce sağlıklarına kavuşmasını Cenab-ı Allah’tan niyaz…"
Hakan Fidan,@HakanFidan,2024-01-12T07:29:52.000Z,"Pençe-Kilit Operasyonu bölgesinde şehit olan Piyade Uzman Çavuş Samet Aslan’a  Allah’tan rahmet, ailesine ve aziz milletimize başsağlığı, yaralanan askerimize acil şifa diliyorum. "
İbrahim Yumaklı,@ibrahimyumakli,2024-01-26T18:49:05.000Z,Türkiye olarak bölgesel ve küresel su gündeminde aktif olarak çalışmalarımızı sürdüreceğiz.17 Şubat’ta İstanbul’da düzenlenecek olan Dünya Su Konseyi 86. Guvernörler Toplantısı’na dair detayları Türkiye Su Enstitüsü’nden arkadaşlarımızla ele aldık. 
İbrahim Yumaklı,@ibrahimyumakli,2024-01-26T12:39:55.000Z,"9 milyar 374 milyon 88 bin TL tarımsal destekleme ödemesini bugün çiftçilerimizin hesaplarına aktarıyoruz.

Hayırlı ve bereketli olsun."
İbrahim Yumaklı,@ibrahimyumakli,2024-01-26T12:28:20.000Z,"Tecrübe ve bilgi birikimiyle ülkemizin su politikalarının hayata geçirilmesinde öncü kurumumuz olan  teşkilatımızın kıymetli üyeleriyle İstanbul’da bir araya geldik.

Hem bugünümüz hem de geleceğimiz için büyük öneme sahip suyumuzu etkin kullanarak ve koruyarak,…"
İbrahim Yumaklı,@ibrahimyumakli,2024-01-26T10:52:18.000Z,"Kastamonu-Taşköprü karayolunda yolcu otobüsünün devrilmesi sonucu hayatını kaybeden vatandaşlarımıza Allah’tan rahmet, ailelerine ve sevenlerine başsağlığı diliyorum.

Yaralanan vatandaşlarımızın en kısa sürede sağlıklarına kavuşmalarını temenni ediyorum."
