,Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,Photo Link,Unnamed: 0.1,Unnamed: 0
0,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-02-03T11:42:59.000Z,1.0,"Bakanımız Sn. , Trabzon'da ""Cumhur İttifakı Aday Tanıtım Toplantısı""na katıldı. Trabzon",3,2,39,3K,[],['@a_uraloglu'],['\\U0001f4cd'],https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1753745898830528766,tweet_id:1753745898830528766,https://pbs.twimg.com/media/GFaOl8xXwAEvx0t?format=jpg&name=360x360,,
1,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-02-02T17:21:13.000Z,1.0,"Bakanımız Sn. , kurum personellerimizden müfettiş yardımcılarımız ile ""Mühür Verme Töreni""ni gerçekleştirdi. Berat belgelerini ve mühürlerini kendilerine teslim etti. 

Tüm müfettişlerimize çalışma hayatlarında başarılar diliyoruz.",1.0,3.0,29.0,2.5K,[],['@a_uraloglu'],[],https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1753468628840640681,tweet_id:1753468628840640681,https://pbs.twimg.com/media/GFWSawrWAAETkg-?format=jpg&name=small,0.0,0.0
2,Abdulkadir URALOĞLU,@a_uraloglu,2024-02-02T14:31:58.000Z,1.0,,3.0,31.0,135.0,8.2K,[],['@TURKastro'],"['\\U0001f9d1\\u200d\\U0001f680', '\\U0001f680']",https://pbs.twimg.com/profile_images/1669234847380918273/a0R50upa_normal.jpg,https://twitter.com/a_uraloglu/status/1753426036086202464,tweet_id:1753426036086202464,https://pbs.twimg.com/media/GFVrrufXsAAZSjq?format=jpg&name=small,1.0,1.0
3,Abdulkadir URALOĞLU,@a_uraloglu,2024-02-02T11:41:08.000Z,1.0,,3.0,35.0,166.0,6.7K,[],[],[],https://pbs.twimg.com/profile_images/1669234847380918273/a0R50upa_normal.jpg,https://twitter.com/a_uraloglu/status/1753383042939256979,tweet_id:1753383042939256979,https://pbs.twimg.com/media/GFVElP3XgAI42ZH?format=jpg&name=small,2.0,2.0
4,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-02-02T10:54:08.000Z,1.0,"Bakanımız Sayın , Irak Ulaştırma Bakanı Sayın Rezzak Muheybes es-Sadavi ve beraberindeki heyeti bakanlığımızda misafir etti. 

Görüşmede, Kalkınma Yolu Projesi ve ülkelerarası iş birliği imkanları ele alındı.#TürkiyeHızlanıyor ",0.0,18.0,64.0,2.6K,['#TürkiyeHızlanıyor'],['@a_uraloglu'],"['\\U0001f1f9\\U0001f1f7', '\\U0001f1f9\\U0001f1f7', '\\U0001f91d', '\\U0001f1ee\\U0001f1f6']",https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1753371215991837171,tweet_id:1753371215991837171,https://pbs.twimg.com/media/GFU50JMXsAA7UT1?format=jpg&name=360x360,3.0,3.0
5,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-02-02T07:05:32.000Z,1.0,"Afyonkarahisar'ın merkeziyle Şuhut ilçesini buluşturan, ""Afyonkarahisar - Şuhut Yolu"" 1 yıldır vatandaşımızın hizmetinde! Proje sayesinde seyahat süresi, 27 dakikadan 12 dakikaya indi.22 km'lik güzergâh ile güvenli ve konforlu ulaşım tesis ettik.#TürkiyeHızlanıyor ",1.0,8.0,49.0,2.8K,['#TürkiyeHızlanıyor'],[],"['\\u303d\\ufe0f', '\\u27a1\\ufe0f', '\\u27a1\\ufe0f', '\\U0001f1f9\\U0001f1f7']",https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1753313684477091919,tweet_id:1753313684477091919,https://pbs.twimg.com/media/GFUFgDsXQAAM0LU?format=jpg&name=small,4.0,4.0
6,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-02-01T15:16:34.000Z,1.0,"Bakanımız Sn. , Sanayi ve Teknoloji Bakanı Sn. Mehmet Fatih Kacır’ı bakanlığımızda misafir etti. #TürkiyeHızlanıyor ",5.0,17.0,103.0,6.5K,['#TürkiyeHızlanıyor'],['@a_uraloglu'],['\\U0001f1f9\\U0001f1f7'],https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1753074872660762792,tweet_id:1753074872660762792,https://pbs.twimg.com/media/GFQsScnWsAAc4nT?format=jpg&name=small,5.0,5.0
7,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-01-31T13:25:38.000Z,1.0,"İstanbul 

Bakanımız Sn. , Ticaret Bakanı Sn. Ömer Bolat ile birlikte ""Ukrayna’nın Yeniden İnşası Forumu""na iştirak etti. 

Türkiye'nin dost ülke Ukrayna'nın yeniden inşasında üstleneceği rol tüm boyutlarıyla değerlendirildi.",4.0,12.0,83.0,4.4K,[],['@a_uraloglu'],"['\\U0001f4cd', '\\U0001f1f9\\U0001f1f7', '\\U0001f91d', '\\U0001f1fa\\U0001f1e6']",https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1752684565297082720,tweet_id:1752684565297082720,https://pbs.twimg.com/media/GFLJTl2WUAAs0uO?format=jpg&name=360x360,6.0,6.0
8,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-01-31T10:59:12.000Z,1.0,"Bakanımız Sn. , Ukrayna Başbakan Yardımcısı, Altyapı ve Bölgesel Kalkınma Bakanı Sn. Oleksandr Kubrakov ile bir araya geldi.İstanbul",2.0,19.0,95.0,6.8K,[],['@a_uraloglu'],"['\\U0001f1f9\\U0001f1f7', '\\U0001f91d', '\\U0001f1fa\\U0001f1e6', '\\U0001f4cd']",https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1752647714527990220,tweet_id:1752647714527990220,https://pbs.twimg.com/media/GFKnzcjWkAAcG_t?format=jpg&name=small,7.0,7.0
9,T.C. Ulaştırma ve Altyapı Bakanlığı,@UABakanligi,2024-01-30T17:48:35.000Z,1.0,"Konforun adı, hızlı ulaşımın tanımı; ""Gayrettepe - Kâğıthane Metro Hattı""nın hayatlarına olan katkısını anlatan İstanbulluların sesine kulak veriyoruz! #TürkiyeHızlanıyor ",12.0,40.0,162.0,10K,['#TürkiyeHızlanıyor'],[],"['\\U0001f687', '\\U0001f1f9\\U0001f1f7']",https://pbs.twimg.com/profile_images/1665674942464008193/rBSDMV-P_normal.jpg,https://twitter.com/UABakanligi/status/1752388351393411322,tweet_id:1752388351393411322,https://pbs.twimg.com/ext_tw_video_thumb/1752388311962800128/pu/img/9vaDOoF5mfhr9aWd.jpg,8.0,8.0
10,Abdulkadir URALOĞLU,@a_uraloglu,2024-01-30T11:29:39.000Z,1.0,,17.0,55.0,270.0,11K,[],['@RTErdogan'],[],https://pbs.twimg.com/profile_images/1669234847380918273/a0R50upa_normal.jpg,https://twitter.com/a_uraloglu/status/1752292988779106813,tweet_id:1752292988779106813,https://pbs.twimg.com/media/GFFlJEPXsAAh49C?format=jpg&name=360x360,9.0,9.0
